Type,Handle,Block,Layer,Linetype,Linetype Scale,Lineweight,Color,Displayed Color,Draw Order,Center:X,Center:Y,Center:Z,Radius,Diameter,Length,Area,Referenced Block,Position:X,Position:Y,Position:Z,Scale:X,Scale:Y,Scale:Z,Angle,Columns,Rows,Column Spacing,Row Spacing,Circumference,Text Position:X,Text Position:Y,Text Position:Z,Scale,Origin:X,Origin:Y,Origin:Z,Start Point:X,Start Point:Y,Start Point:Z,End Point:X,End Point:Y,End Point:Z,Width,Height,Solid,Alpha,Pattern:Name,Pattern:From Entity,Pattern:Angle,Pattern:Scale,Vertex:X,Vertex:Y,Vertex:Z,Text,Polyline Pattern,Closed,Vertex:Bulge,Vertex:Angle,Vertex:Start Width,Vertex:End Width,Global Width,Orientation,Size:Base Angle,Size:Size 1,Size:Size 2,Global Z,Rotation,On,View Center:X,View Center:Y,View Target:X,View Target:Y,View Target:Z,Overall,Simple,Plain Text,Font Name,Text Height,Text Width,Text Angle,X Scale,Bold,Italic,Line Spacing,Alignment:Horizontal,Alignment:Vertical,Backward,Upside Down,Tag,Prompt,Name,Off,Frozen,Locked,Collapsed,Plottable,Snappable,Off is Freeze,Tab Order,Min Limits:X,Min Limits:Y,Min Limits:Z,Max Limits:X,Max Limits:Y,Max Limits:Z,Insertion Base:X,Insertion Base:Y,Insertion Base:Z,Min Extents:X,Min Extents:Y,Min Extents:Z,Max Extents:X,Max Extents:Y,Max Extents:Z,Plot Margins:Left,Plot Margins:Bottom,Plot Margins:Right,Plot Margins:Top,Plot Paper Size:Width,Plot Paper Size:Height,Plot Origin:X,Plot Origin:Y,Plot Window Area Min:X,Plot Window Area Min:Y,Plot Window Area Max:X,Plot Window Area Max:Y,Custom Scale:Numerator,Custom Scale:Denominator,Plot Paper Units,Plot Rotation,Plot Type,Use Standard Scale,Standard Scale,Standard Scale Type,Media Name,Description,Metric,Pattern,Hidden,Pixel Unit,Layout,Attributes:CODCONTRATISTA,Attributes:CODIGOPLANO,Attributes:CODIGOPROY,Attributes:CODSUBCONTRATISTA,Attributes:DEPARTAMENTOUNIDAD,Attributes:DIRECCIONPROY,Attributes:EQUIPODIBUJO,Attributes:ETAPAPROY,Attributes:FECHAHITO,Attributes:FRENTEOBRA,Attributes:HOJA,Attributes:INTERVENTORIA,Attributes:Inst_EL,Attributes:LIDERPROY,Attributes:MATRICULAPROF,Attributes:NOMBREAPROBO,Attributes:NOMBREDISEÑO,Attributes:NOMBREREVISO,Attributes:NUMDECONTRATO,Attributes:NUMLOTECONTROL,Attributes:NUMLOTETRABAJO,Attributes:REVISIÓN,Attributes:TOTAL_PLANOS,Attributes:Tag Caja,Attributes:Tag Gabinete,Attributes:Tag_inst,Attributes:VICEPRESIDENCIA,Attributes:dest,QCAD:MultiPageSettings/Columns,QCAD:MultiPageSettings/Rows,QCAD:PageSettings/OffsetX,QCAD:PageSettings/OffsetY,QCAD:PageSettings/PageOrientation,QCAD:PageSettings/PaperHeight,QCAD:PageSettings/PaperSizeName,QCAD:PageSettings/PaperWidth,QCAD:PageSettings/PointSize,QCAD:PageSettings/Scale,QCAD:PageSettings/ShowPaperBorders,REVIT:0001_1002,REVIT:0002_1070,REVIT:0003_1000,REVIT:0004_1002,REVIT:0005_1002,REVIT:0006_1070,REVIT:0007_1000,REVIT:0008_1002,REVIT:0009_1002,REVIT:0010_1070,REVIT:0011_1000,REVIT:0012_1002
Text,0x18b56c4,A1_hor_JZ,0,By Layer,1,0.35,#000000,#000000,432,,,,,,,,,,,,,,,,,,,,,0.309174596028,0.008721480266,0,,,,,,,,,,,,,,,,,,,,,,E,,,,,,,,,,,,,,,,,,,,,false,E,C:\ACADWIN\FONTS\ARIAL,0.002,0.00232489375,0,1,false,false,1,0,0,false,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Text,0x18b56c5,A1_hor_JZ,0,By Layer,1,0.35,#000000,#000000,433,,,,,,,,,,,,,,,,,,,,,0.37591611452,0.008721480266,0,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,false,F,C:\ACADWIN\FONTS\ARIAL,0.002,0.0020843875,0,1,false,false,1,0,0,false,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Text,0x18b56c6,A1_hor_JZ,0,By Layer,1,0.35,#000000,#000000,434,,,,,,,,,,,,,,,,,,,,,0.444914085531,0.008721480266,0,,,,,,,,,,,,,,,,,,,,,,G,,,,,,,,,,,,,,,,,,,,,false,G,C:\ACADWIN\FONTS\ARIAL,0.002,0.0008016875,0,1,false,false,1,0,0,false,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Text,0x18b56c7,A1_hor_JZ,0,By Layer,1,0.35,#000000,#000000,435,,,,,,,,,,,,,,,,,,,,,0.512544907449,0.008721480266,0,,,,,,,,,,,,,,,,,,,,,,H,,,,,,,,,,,,,,,,,,,,,false,H,C:\ACADWIN\FONTS\ARIAL,0.002,0.00248523125,0,1,false,false,1,0,0,false,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Text,0x18b56c8,A1_hor_JZ,0,By Layer,1,0.35,#000000,#000000,436,,,,,,,,,,,,,,,,,,,,,0.581753358062,0.008721480266,0,,,,,,,,,,,,,,,,,,,,,,I,,,,,,,,,,,,,,,,,,,,,false,I,C:\ACADWIN\FONTS\ARIAL,0.002,0.000962025,0,1,false,false,1,0,0,false,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Text,0x18b56c9,A1_hor_JZ,0,By Layer,1,0.35,#000000,#000000,437,,,,,,,,,,,,,,,,,,,,,0.647987392869,0.008721480266,0,,,,,,,,,,,,,,,,,,,,,,J,,,,,,,,,,,,,,,,,,,,,false,J,C:\ACADWIN\FONTS\ARIAL,0.002,0.0017637125,0,1,false,false,1,0,0,false,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Text,0x18b56ca,A1_hor_JZ,0,By Layer,1,0.35,#000000,#000000,438,,,,,,,,,,,,,,,,,,,,,0.712350917936,0.008721480266,0,,,,,,,,,,,,,,,,,,,,,,K,,,,,,,,,,,,,,,,,,,,,false,K,C:\ACADWIN\FONTS\ARIAL,0.002,0.00232489375,0,1,false,false,1,0,0,false,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Text,0x18b56cb,A1_hor_JZ,0,By Layer,1,0.35,#000000,#000000,439,,,,,,,,,,,,,,,,,,,,,0.825208428128,0.537111145473,0,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,false,1,C:\ACADWIN\FONTS\ARIAL,0.002,0.00192405,0,1,false,false,1,0,0,false,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Text,0x18b56cc,A1_hor_JZ,0,By Layer,1,0.35,#000000,#000000,440,,,,,,,,,,,,,,,,,,,,,0.03913304991,0.586598355179,0,,,,,,,,,,,,,,,,,,,,,,A,,,,,,,,,,,,,,,,,,,,,false,A,C:\ACADWIN\FONTS\ARIAL,0.002,0.00232489375,0,1,false,false,1,0,0,false,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Text,0x18b56cd,A1_hor_JZ,0,By Layer,1,0.35,#000000,#000000,441,,,,,,,,,,,,,,,,,,,,,0.106759099229,0.586721480266,0,,,,,,,,,,,,,,,,,,,,,,B,,,,,,,,,,,,,,,,,,,,,false,B,C:\ACADWIN\FONTS\ARIAL,0.002,0.00232489375,0,1,false,false,1,0,0,false,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Text,0x18b56ce,A1_hor_JZ,0,By Layer,1,0.35,#000000,#000000,442,,,,,,,,,,,,,,,,,,,,,0.173509231171,0.586721480266,0,,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,,,,,,,,false,C,C:\ACADWIN\FONTS\ARIAL,0.002,0.002244725,0,1,false,false,1,0,0,false,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Text,0x18b56cf,A1_hor_JZ,0,By Layer,1,0.35,#000000,#000000,443,,,,,,,,,,,,,,,,,,,,,0.239858891383,0.586721480266,0,,,,,,,,,,,,,,,,,,,,,,D,,,,,,,,,,,,,,,,,,,,,false,D,C:\ACADWIN\FONTS\ARIAL,0.002,0.0024050625,0,1,false,false,1,0,0,false,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Text,0x18b56d0,A1_hor_JZ,0,By Layer,1,0.35,#000000,#000000,444,,,,,,,,,,,,,,,,,,,,,0.309174596028,0.586721480266,0,,,,,,,,,,,,,,,,,,,,,,E,,,,,,,,,,,,,,,,,,,,,false,E,C:\ACADWIN\FONTS\ARIAL,0.002,0.00232489375,0,1,false,false,1,0,0,false,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Text,0x18b56d1,A1_hor_JZ,0,By Layer,1,0.35,#000000,#000000,445,,,,,,,,,,,,,,,,,,,,,0.37591611452,0.586721480266,0,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,false,F,C:\ACADWIN\FONTS\ARIAL,0.002,0.0020843875,0,1,false,false,1,0,0,false,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Text,0x18b56d2,A1_hor_JZ,0,By Layer,1,0.35,#000000,#000000,446,,,,,,,,,,,,,,,,,,,,,0.444914085531,0.586721480266,0,,,,,,,,,,,,,,,,,,,,,,G,,,,,,,,,,,,,,,,,,,,,false,G,C:\ACADWIN\FONTS\ARIAL,0.002,0.0008016875,0,1,false,false,1,0,0,false,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Text,0x18b56d3,A1_hor_JZ,0,By Layer,1,0.35,#000000,#000000,447,,,,,,,,,,,,,,,,,,,,,0.512544907449,0.586721480266,0,,,,,,,,,,,,,,,,,,,,,,H,,,,,,,,,,,,,,,,,,,,,false,H,C:\ACADWIN\FONTS\ARIAL,0.002,0.00248523125,0,1,false,false,1,0,0,false,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Text,0x18b56d4,A1_hor_JZ,0,By Layer,1,0.35,#000000,#000000,448,,,,,,,,,,,,,,,,,,,,,0.581753358062,0.586721480266,0,,,,,,,,,,,,,,,,,,,,,,I,,,,,,,,,,,,,,,,,,,,,false,I,C:\ACADWIN\FONTS\ARIAL,0.002,0.000962025,0,1,false,false,1,0,0,false,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Text,0x18b56d5,A1_hor_JZ,0,By Layer,1,0.35,#000000,#000000,449,,,,,,,,,,,,,,,,,,,,,0.644237392869,0.586721480266,0,,,,,,,,,,,,,,,,,,,,,,J,,,,,,,,,,,,,,,,,,,,,false,J,C:\ACADWIN\FONTS\ARIAL,0.002,0.0017637125,0,1,false,false,1,0,0,false,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Text,0x18b56d6,A1_hor_JZ,0,By Layer,1,0.35,#000000,#000000,450,,,,,,,,,,,,,,,,,,,,,0.712350917936,0.586721480266,0,,,,,,,,,,,,,,,,,,,,,,K,,,,,,,,,,,,,,,,,,,,,false,K,C:\ACADWIN\FONTS\ARIAL,0.002,0.00232489375,0,1,false,false,1,0,0,false,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Text,0x18b56d7,A1_hor_JZ,0,By Layer,1,0.35,#000000,#000000,451,,,,,,,,,,,,,,,,,,,,,0.780629118717,0.587175712453,0,,,,,,,,,,,,,,,,,,,,,,L,,,,,,,,,,,,,,,,,,,,,false,L,C:\ACADWIN\FONTS\ARIAL,0.002,0.00192405,0,1,false,false,1,0,0,false,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Text,0x18b56d8,A1_hor_JZ,0,By Layer,1,0.35,#000000,#000000,452,,,,,,,,,,,,,,,,,,,,,0.825208428128,0.441444478807,0,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,false,2,C:\ACADWIN\FONTS\ARIAL,0.002,0.00192405,0,1,false,false,1,0,0,false,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Text,0x18b56d9,A1_hor_JZ,0,By Layer,1,0.35,#000000,#000000,453,,,,,,,,,,,,,,,,,,,,,0.825208428128,0.34577781214,0,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,false,3,C:\ACADWIN\FONTS\ARIAL,0.002,0.00192405,0,1,false,false,1,0,0,false,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Text,0x18b56da,A1_hor_JZ,0,By Layer,1,0.35,#000000,#000000,454,,,,,,,,,,,,,,,,,,,,,0.825208428128,0.250111145473,0,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,false,4,C:\ACADWIN\FONTS\ARIAL,0.002,0.00192405,0,1,false,false,1,0,0,false,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Text,0x18b56db,A1_hor_JZ,0,By Layer,1,0.35,#000000,#000000,455,,,,,,,,,,,,,,,,,,,,,0.825208428128,0.154444478807,0,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,false,5,C:\ACADWIN\FONTS\ARIAL,0.002,0.00192405,0,1,false,false,1,0,0,false,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Text,0x18b56dc,A1_hor_JZ,0,By Layer,1,0.35,#000000,#000000,456,,,,,,,,,,,,,,,,,,,,,0.001692722216,0.052035984872,0,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,false,6,C:\ACADWIN\FONTS\ARIAL,0.002,0.00192405,0,1,false,false,1,0,0,false,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Text,0x18b56dd,A1_hor_JZ,0,By Layer,1,0.35,#000000,#000000,457,,,,,,,,,,,,,,,,,,,,,0.002520475479,0.537111145473,0,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,false,1,C:\ACADWIN\FONTS\ARIAL,0.002,0.00192405,0,1,false,false,1,0,0,false,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Text,0x18b56de,A1_hor_JZ,0,By Layer,1,0.35,#000000,#000000,458,,,,,,,,,,,,,,,,,,,,,0.002520475479,0.441444478807,0,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,false,2,C:\ACADWIN\FONTS\ARIAL,0.002,0.00192405,0,1,false,false,1,0,0,false,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Text,0x18b56df,A1_hor_JZ,0,By Layer,1,0.35,#000000,#000000,459,,,,,,,,,,,,,,,,,,,,,0.002520475479,0.34577781214,0,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,false,3,C:\ACADWIN\FONTS\ARIAL,0.002,0.00192405,0,1,false,false,1,0,0,false,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Text,0x18b56e0,A1_hor_JZ,0,By Layer,1,0.35,#000000,#000000,460,,,,,,,,,,,,,,,,,,,,,0.002520475479,0.250111145473,0,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,false,4,C:\ACADWIN\FONTS\ARIAL,0.002,0.00192405,0,1,false,false,1,0,0,false,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Text,0x18b56e1,A1_hor_JZ,0,By Layer,1,0.35,#000000,#000000,461,,,,,,,,,,,,,,,,,,,,,0.002520475479,0.154444478807,0,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,false,5,C:\ACADWIN\FONTS\ARIAL,0.002,0.00192405,0,1,false,false,1,0,0,false,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Text,0x18b56e2,A1_hor_JZ,0,By Layer,1,0.35,#000000,#000000,462,,,,,,,,,,,,,,,,,,,,,0.792363046709,0.5667253521,0,,,,,,,,,,,,,,,,,,,,,,{\fSwis721 LtCn BT|b0|i0|c0|p34;AGUAS REGIONALES EPM S.A },,,,,,,,,,,,,,,,,,,,,false,AGUAS REGIONALES EPM S.A ,Swis721 LtCn BT,0.0035,0.051372155963,0,1,true,false,1,1,1,false,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Text,0x18b56e3,A1_hor_JZ,0,By Layer,1,0.35,#000000,#000000,463,,,,,,,,,,,,,,,,,,,,,0.791279493575,0.549518728692,0,,,,,,,,,,,,,,,,,,,,,,{\fSwis721 LtCn BT|b0|i0|c0|p34;E.S.P - GRUPO EPM. } ,,,,,,,,,,,,,,,,,,,,,false,E.S.P - GRUPO EPM.  ,Swis721 LtCn BT,0.0035,0.034631330275,0,1,true,false,1,1,1,false,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Text,0x18b56e4,A1_hor_JZ,0,By Layer,1,0.35,#000000,#000000,464,,,,,,,,,,,,,,,,,,,,,0.760705935198,0.480433993461,0,,,,,,,,,,,,,,,,,,,,,,CÓDIGO CONTRATISTA:,,,,,,,,,,,,,,,,,,,,,false,CÓDIGO CONTRATISTA:,Swis721 LtCn BT,0.002,0.02733754375,0,1,false,false,1,0,0,false,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Text,0x18b56e5,A1_hor_JZ,0,By Layer,1,0.35,#000000,#000000,465,,,,,,,,,,,,,,,,,,,,,0.760649919379,0.490639484842,0,,,,,,,,,,,,,,,,,,,,,,NÚMERO CONTRATO:,,,,,,,,,,,,,,,,,,,,,false,NÚMERO CONTRATO:,Swis721 LtCn BT,0.002,0.02509281875,0,1,false,false,1,0,0,false,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Text,0x18b56e6,A1_hor_JZ,0,By Layer,1,0.35,#000000,#000000,466,,,,,,,,,,,,,,,,,,,,,0.760761951017,0.471159566045,0,,,,,,,,,,,,,,,,,,,,,,CÓDIGO SUBCONTRATISTA:,,,,,,,,,,,,,,,,,,,,,false,CÓDIGO SUBCONTRATISTA:,Swis721 LtCn BT,0.002,0.03230800625,0,1,false,false,1,0,0,false,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Text,0x18b56e7,A1_hor_JZ,0,By Layer,1,0.35,#000000,#000000,467,,,,,,,,,,,,,,,,,,,,,0.76064661646,0.458659001119,0,,,,,,,,,,,,,,,,,,,,,,PROYECTO:,,,,,,,,,,,,,,,,,,,,,false,PROYECTO:,standard,0.002,0.01346835,0,1,false,false,1,0,0,false,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Text,0x18b56e8,A1_hor_JZ,0,By Layer,1,0.35,#000000,#000000,468,,,,,,,,,,,,,,,,,,,,,0.76072474146,0.438192586433,0,,,,,,,,,,,,,,,,,,,,,,CÓDIGO:,,,,,,,,,,,,,,,,,,,,,false,CÓDIGO:,Swis721 LtCn BT,0.002,0.01018143125,0,1,false,false,1,0,0,false,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Text,0x18b56e9,A1_hor_JZ,0,By Layer,1,0.35,#000000,#000000,469,,,,,,,,,,,,,,,,,,,,,0.760615370681,0.434060159868,0,,,,,,,,,,,,,,,,,,,,,,LOCALIZACIÓN DEL PROYECTO (DIRECCIÓN):,,,,,,,,,,,,,,,,,,,,,false,LOCALIZACIÓN DEL PROYECTO (DIRECCIÓN):,Swis721 LtCn BT,0.002,0.05267086875,0,1,false,false,1,0,0,false,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Text,0x18b56ea,A1_hor_JZ,0,By Layer,1,0.35,#000000,#000000,470,,,,,,,,,,,,,,,,,,,,,0.76064661646,0.407323971172,0,,,,,,,,,,,,,,,,,,,,,,DISEÑÓ:,,,,,,,,,,,,,,,,,,,,,false,DISEÑÓ:,Swis721 LtCn BT,0.002,0.00970041875,0,1,false,false,1,0,0,false,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Text,0x18b56eb,A1_hor_JZ,0,By Layer,1,0.35,#000000,#000000,471,,,,,,,,,,,,,,,,,,,,,0.760709048121,0.384067760097,0,,,,,,,,,,,,,,,,,,,,,,DIBUJÓ:,,,,,,,,,,,,,,,,,,,,,false,DIBUJÓ:,Swis721 LtCn BT,0.002,0.00954008125,0,1,false,false,1,0,0,false,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Text,0x18b56ec,A1_hor_JZ,0,By Layer,1,0.35,#000000,#000000,472,,,,,,,,,,,,,,,,,,,,,0.760688258641,0.357136601268,0,,,,,,,,,,,,,,,,,,,,,,REVISÓ:,,,,,,,,,,,,,,,,,,,,,false,REVISÓ:,Swis721 LtCn BT,0.002,0.009299575,0,1,false,false,1,0,0,false,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Text,0x18b56ed,A1_hor_JZ,0,By Layer,1,0.35,#000000,#000000,473,,,,,,,,,,,,,,,,,,,,,0.760707060411,0.34842032845,0,,,,,,,,,,,,,,,,,,,,,,APROBÓ:,,,,,,,,,,,,,,,,,,,,,false,APROBÓ:,Swis721 LtCn BT,0.002,0.01066244375,0,1,false,false,1,0,0,false,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
