Tag_Sig,Origen,Tipo_IO,Tipo_Sig,Dest,Cntrl,Cable1,Par1,Par2,Cable2,Jborne1,Jborne2,Jborne3,Jborne4,JTS,c_bornes,b,Gborne1,Gborne2,Gborne3,Gborne4,GTS
RESERVA,FCV-005,NA,D,JBI-004,PLC-001,CB-FCV-005-D-1,8,10,CB-JBI-004-D-1,19,20,NA,NA,TS-D,2,196,195,196,NA,NA,TS-D
XC-FCV006,FCV-006,DO,D,JBI-004,PLC-001,CB-FCV-006-D-1,1,11,CB-JBI-004-D-1,21,22,NA,NA,TS-D,2,198,197,198,NA,NA,TS-D
XLR-FCV006,FCV-006,DI,D,JBI-004,PLC-001,CB-FCV-006-D-1,2,12,CB-JBI-004-D-1,23,24,NA,NA,TS-D,2,200,199,200,NA,NA,TS-D
XO-FCV006,FCV-006,DO,D,JBI-004,PLC-001,CB-FCV-006-D-1,3,13,CB-JBI-004-D-1,25,26,NA,NA,TS-D,2,202,201,202,NA,NA,TS-D
ZIC-FCV006,FCV-006,DI,D,JBI-004,PLC-001,CB-FCV-006-D-1,4,14,CB-JBI-004-D-1,27,28,NA,NA,TS-D,2,204,203,204,NA,NA,TS-D
ZIO-FCV006,FCV-006,DI,D,JBI-004,PLC-001,CB-FCV-006-D-1,5,15,CB-JBI-004-D-1,29,30,NA,NA,TS-D,2,206,205,206,NA,NA,TS-D
RESERVA,FCV-006,NA,D,JBI-004,PLC-001,CB-FCV-006-D-1,6,16,CB-JBI-004-D-1,31,32,NA,NA,TS-D,2,208,207,208,NA,NA,TS-D
RESERVA,FCV-006,NA,D,JBI-004,PLC-001,CB-FCV-006-D-1,7,17,CB-JBI-004-D-1,33,34,NA,NA,TS-D,2,210,209,210,NA,NA,TS-D
RESERVA,FCV-006,NA,D,JBI-004,PLC-001,CB-FCV-006-D-1,8,18,CB-JBI-004-D-1,35,36,NA,NA,TS-D,2,212,211,212,NA,NA,TS-D
XC-FCV007,FCV-007,DO,D,JBI-004,PLC-001,CB-FCV-007-D-1,1,19,CB-JBI-004-D-1,37,38,NA,NA,TS-D,2,214,213,214,NA,NA,TS-D
XLR-FCV007,FCV-007,DI,D,JBI-004,PLC-001,CB-FCV-007-D-1,2,20,CB-JBI-004-D-1,39,40,NA,NA,TS-D,2,216,215,216,NA,NA,TS-D
XO-FCV007,FCV-007,DO,D,JBI-004,PLC-001,CB-FCV-007-D-1,3,21,CB-JBI-004-D-1,41,42,NA,NA,TS-D,2,218,217,218,NA,NA,TS-D
ZIC-FCV007,FCV-007,DI,D,JBI-004,PLC-001,CB-FCV-007-D-1,4,22,CB-JBI-004-D-1,43,44,NA,NA,TS-D,2,220,219,220,NA,NA,TS-D
ZIO-FCV007,FCV-007,DI,D,JBI-004,PLC-001,CB-FCV-007-D-1,5,23,CB-JBI-004-D-1,45,46,NA,NA,TS-D,2,222,221,222,NA,NA,TS-D
RESERVA,FCV-007,NA,D,JBI-004,PLC-001,CB-FCV-007-D-1,6,24,CB-JBI-004-D-1,47,48,NA,NA,TS-D,2,224,223,224,NA,NA,TS-D
RESERVA,FCV-007,NA,D,JBI-004,PLC-001,CB-FCV-007-D-1,7,1,CB-JBI-004-D-2,49,50,NA,NA,TS-D,2,226,225,226,NA,NA,TS-D
RESERVA,FCV-007,NA,D,JBI-004,PLC-001,CB-FCV-007-D-1,8,2,CB-JBI-004-D-2,51,52,NA,NA,TS-D,2,228,227,228,NA,NA,TS-D
XC-FCV008,FCV-008,DO,D,JBI-004,PLC-001,CB-FCV-008-D-1,1,3,CB-JBI-004-D-2,53,54,NA,NA,TS-D,2,230,229,230,NA,NA,TS-D
XLR-FCV008,FCV-008,DI,D,JBI-004,PLC-001,CB-FCV-008-D-1,2,4,CB-JBI-004-D-2,55,56,NA,NA,TS-D,2,232,231,232,NA,NA,TS-D
XO-FCV008,FCV-008,DO,D,JBI-004,PLC-001,CB-FCV-008-D-1,3,5,CB-JBI-004-D-2,57,58,NA,NA,TS-D,2,234,233,234,NA,NA,TS-D
ZIC-FCV008,FCV-008,DI,D,JBI-004,PLC-001,CB-FCV-008-D-1,4,6,CB-JBI-004-D-2,59,60,NA,NA,TS-D,2,236,235,236,NA,NA,TS-D
ZIO-FCV008,FCV-008,DI,D,JBI-004,PLC-001,CB-FCV-008-D-1,5,7,CB-JBI-004-D-2,61,62,NA,NA,TS-D,2,238,237,238,NA,NA,TS-D
RESERVA,FCV-008,NA,D,JBI-004,PLC-001,CB-FCV-008-D-1,6,8,CB-JBI-004-D-2,63,64,NA,NA,TS-D,2,240,239,240,NA,NA,TS-D
RESERVA,FCV-008,NA,D,JBI-004,PLC-001,CB-FCV-008-D-1,7,9,CB-JBI-004-D-2,65,66,NA,NA,TS-D,2,242,241,242,NA,NA,TS-D
RESERVA,FCV-008,NA,D,JBI-004,PLC-001,CB-FCV-008-D-1,8,10,CB-JBI-004-D-2,67,68,NA,NA,TS-D,2,244,243,244,NA,NA,TS-D
RESERVA,NA,NA,D,JBI-004,PLC-001,NA,NA,11,CB-JBI-004-D-2,69,70,NA,NA,TS-D,2,246,245,246,NA,NA,TS-D
RESERVA,NA,NA,D,JBI-004,PLC-001,NA,NA,12,CB-JBI-004-D-2,71,72,NA,NA,TS-D,2,248,247,248,NA,NA,TS-D
RESERVA,NA,NA,D,JBI-004,PLC-001,NA,NA,13,CB-JBI-004-D-2,73,74,NA,NA,TS-D,2,250,249,250,NA,NA,TS-D
RESERVA,NA,NA,D,JBI-004,PLC-001,NA,NA,14,CB-JBI-004-D-2,75,76,NA,NA,TS-D,2,252,251,252,NA,NA,TS-D
RESERVA,NA,NA,D,JBI-004,PLC-001,NA,NA,15,CB-JBI-004-D-2,77,78,NA,NA,TS-D,2,254,253,254,NA,NA,TS-D
RESERVA,NA,NA,D,JBI-004,PLC-001,NA,NA,16,CB-JBI-004-D-2,79,80,NA,NA,TS-D,2,256,255,256,NA,NA,TS-D
XA-BIV001,BIV-001,DI,D,GAB-001,PLC-001,CB-BIV-001-D-1,1,1,CB-BIV-001-D-1,NA,NA,NA,NA,NA,2,258,257,258,NA,NA,TS-D
XC-BIV001,BIV-001,DO,D,GAB-001,PLC-001,CB-BIV-001-D-1,2,2,CB-BIV-001-D-1,NA,NA,NA,NA,NA,2,260,259,260,NA,NA,TS-D
XI-BIV001,BIV-001,DI,D,GAB-001,PLC-001,CB-BIV-001-D-1,3,3,CB-BIV-001-D-1,NA,NA,NA,NA,NA,2,262,261,262,NA,NA,TS-D
XLR-BIV001,BIV-001,DI,D,GAB-001,PLC-001,CB-BIV-001-D-1,4,4,CB-BIV-001-D-1,NA,NA,NA,NA,NA,2,264,263,264,NA,NA,TS-D
XO-BIV001,BIV-001,DO,D,GAB-001,PLC-001,CB-BIV-001-D-1,5,5,CB-BIV-001-D-1,NA,NA,NA,NA,NA,2,266,265,266,NA,NA,TS-D
RESERVA,BIV-001,NA,D,GAB-001,PLC-001,CB-BIV-001-D-1,6,6,CB-BIV-001-D-1,NA,NA,NA,NA,NA,2,268,267,268,NA,NA,TS-D
RESERVA,BIV-001,NA,D,GAB-001,PLC-001,CB-BIV-001-D-1,7,7,CB-BIV-001-D-1,NA,NA,NA,NA,NA,2,270,269,270,NA,NA,TS-D
RESERVA,BIV-001,NA,D,GAB-001,PLC-001,CB-BIV-001-D-1,8,8,CB-BIV-001-D-1,NA,NA,NA,NA,NA,2,272,271,272,NA,NA,TS-D
XC-BOM031,CEL-BOM031,DO,D,GAB-001,PLC-001,CB-CEL-BOM031-D-1,1,1,CB-CEL-BOM031-D-1,NA,NA,NA,NA,NA,2,274,273,274,NA,NA,TS-D
XO-BOM031,CEL-BOM031,DO,D,GAB-001,PLC-001,CB-CEL-BOM031-D-1,2,2,CB-CEL-BOM031-D-1,NA,NA,NA,NA,NA,2,276,275,276,NA,NA,TS-D
XC-BOM032,CEL-BOM032,DO,D,GAB-001,PLC-001,CB-CEL-BOM032-D-1,1,1,CB-CEL-BOM032-D-1,NA,NA,NA,NA,NA,2,278,277,278,NA,NA,TS-D
XO-BOM032,CEL-BOM032,DO,D,GAB-001,PLC-001,CB-CEL-BOM032-D-1,2,2,CB-CEL-BOM032-D-1,NA,NA,NA,NA,NA,2,280,279,280,NA,NA,TS-D
XC-BOM033,CEL-BOM033,DO,D,GAB-001,PLC-001,CB-CEL-BOM033-D-1,1,1,CB-CEL-BOM033-D-1,NA,NA,NA,NA,NA,2,282,281,282,NA,NA,TS-D
XO-BOM033,CEL-BOM033,DO,D,GAB-001,PLC-001,CB-CEL-BOM033-D-1,2,2,CB-CEL-BOM033-D-1,NA,NA,NA,NA,NA,2,284,283,284,NA,NA,TS-D
XC-BOM034,CEL-BOM034,DO,D,GAB-001,PLC-001,CB-CEL-BOM034-D-1,1,1,CB-CEL-BOM034-D-1,NA,NA,NA,NA,NA,2,286,285,286,NA,NA,TS-D
XO-BOM034,CEL-BOM034,DO,D,GAB-001,PLC-001,CB-CEL-BOM034-D-1,2,2,CB-CEL-BOM034-D-1,NA,NA,NA,NA,NA,2,288,287,288,NA,NA,TS-D
XC-SEDP001,CEL-SEDP001,DO,D,GAB-001,PLC-001,CB-CEL-SEDP001-D-1,1,1,CB-CEL-SEDP001-D-1,NA,NA,NA,NA,NA,2,290,289,290,NA,NA,TS-D
XO-SEDP001,CEL-SEDP001,DO,D,GAB-001,PLC-001,CB-CEL-SEDP001-D-1,2,2,CB-CEL-SEDP001-D-1,NA,NA,NA,NA,NA,2,292,291,292,NA,NA,TS-D
XC-SEDP002,CEL-SEDP002,DO,D,GAB-001,PLC-001,CB-CEL-SEDP002-D-1,1,1,CB-CEL-SEDP002-D-1,NA,NA,NA,NA,NA,2,294,293,294,NA,NA,TS-D
XO-SEDP002,CEL-SEDP002,DO,D,GAB-001,PLC-001,CB-CEL-SEDP002-D-1,2,2,CB-CEL-SEDP002-D-1,NA,NA,NA,NA,NA,2,296,295,296,NA,NA,TS-D
XC-SEDP003,CEL-SEDP003,DO,D,GAB-001,PLC-001,CB-CEL-SEDP003-D-1,1,1,CB-CEL-SEDP003-D-1,NA,NA,NA,NA,NA,2,298,297,298,NA,NA,TS-D
XO-SEDP003,CEL-SEDP003,DO,D,GAB-001,PLC-001,CB-CEL-SEDP003-D-1,2,2,CB-CEL-SEDP003-D-1,NA,NA,NA,NA,NA,2,300,299,300,NA,NA,TS-D
XC-CP001,CP-001,DO,D,GAB-001,PLC-001,CB-CP-001-D-1,1,1,CB-CP-001-D-1,NA,NA,NA,NA,NA,2,302,301,302,NA,NA,TS-D
XLR-CP001,CP-001,DI,D,GAB-001,PLC-001,CB-CP-001-D-1,2,2,CB-CP-001-D-1,NA,NA,NA,NA,NA,2,304,303,304,NA,NA,TS-D
XO-CP001,CP-001,DO,D,GAB-001,PLC-001,CB-CP-001-D-1,3,3,CB-CP-001-D-1,NA,NA,NA,NA,NA,2,306,305,306,NA,NA,TS-D
ZIC-CP001,CP-001,DI,D,GAB-001,PLC-001,CB-CP-001-D-1,4,4,CB-CP-001-D-1,NA,NA,NA,NA,NA,2,308,307,308,NA,NA,TS-D
ZIO-CP001,CP-001,DI,D,GAB-001,PLC-001,CB-CP-001-D-1,5,5,CB-CP-001-D-1,NA,NA,NA,NA,NA,2,310,309,310,NA,NA,TS-D
RESERVA,CP-001,NA,D,GAB-001,PLC-001,CB-CP-001-D-1,6,6,CB-CP-001-D-1,NA,NA,NA,NA,NA,2,312,311,312,NA,NA,TS-D
RESERVA,CP-001,NA,D,GAB-001,PLC-001,CB-CP-001-D-1,7,7,CB-CP-001-D-1,NA,NA,NA,NA,NA,2,314,313,314,NA,NA,TS-D
RESERVA,CP-001,NA,D,GAB-001,PLC-001,CB-CP-001-D-1,8,8,CB-CP-001-D-1,NA,NA,NA,NA,NA,2,316,315,316,NA,NA,TS-D
XC-CP002,CP-002,DO,D,GAB-001,PLC-001,CB-CP-002-D-1,1,1,CB-CP-002-D-1,NA,NA,NA,NA,NA,2,318,317,318,NA,NA,TS-D
XLR-CP002,CP-002,DI,D,GAB-001,PLC-001,CB-CP-002-D-1,2,2,CB-CP-002-D-1,NA,NA,NA,NA,NA,2,320,319,320,NA,NA,TS-D
XO-CP002,CP-002,DO,D,GAB-001,PLC-001,CB-CP-002-D-1,3,3,CB-CP-002-D-1,NA,NA,NA,NA,NA,2,322,321,322,NA,NA,TS-D
ZIC-CP002,CP-002,DI,D,GAB-001,PLC-001,CB-CP-002-D-1,4,4,CB-CP-002-D-1,NA,NA,NA,NA,NA,2,324,323,324,NA,NA,TS-D
ZIO-CP002,CP-002,DI,D,GAB-001,PLC-001,CB-CP-002-D-1,5,5,CB-CP-002-D-1,NA,NA,NA,NA,NA,2,326,325,326,NA,NA,TS-D
RESERVA,CP-002,NA,D,GAB-001,PLC-001,CB-CP-002-D-1,6,6,CB-CP-002-D-1,NA,NA,NA,NA,NA,2,328,327,328,NA,NA,TS-D
RESERVA,CP-002,NA,D,GAB-001,PLC-001,CB-CP-002-D-1,7,7,CB-CP-002-D-1,NA,NA,NA,NA,NA,2,330,329,330,NA,NA,TS-D
RESERVA,CP-002,NA,D,GAB-001,PLC-001,CB-CP-002-D-1,8,8,CB-CP-002-D-1,NA,NA,NA,NA,NA,2,332,331,332,NA,NA,TS-D
XC-CP003,CP-003,DO,D,GAB-001,PLC-001,CB-CP-003-D-1,1,1,CB-CP-003-D-1,NA,NA,NA,NA,NA,2,334,333,334,NA,NA,TS-D
XLR-CP003,CP-003,DI,D,GAB-001,PLC-001,CB-CP-003-D-1,2,2,CB-CP-003-D-1,NA,NA,NA,NA,NA,2,336,335,336,NA,NA,TS-D
XO-CP003,CP-003,DO,D,GAB-001,PLC-001,CB-CP-003-D-1,3,3,CB-CP-003-D-1,NA,NA,NA,NA,NA,2,338,337,338,NA,NA,TS-D
ZIC-CP003,CP-003,DI,D,GAB-001,PLC-001,CB-CP-003-D-1,4,4,CB-CP-003-D-1,NA,NA,NA,NA,NA,2,340,339,340,NA,NA,TS-D
ZIO-CP003,CP-003,DI,D,GAB-001,PLC-001,CB-CP-003-D-1,5,5,CB-CP-003-D-1,NA,NA,NA,NA,NA,2,342,341,342,NA,NA,TS-D
RESERVA,CP-003,NA,D,GAB-001,PLC-001,CB-CP-003-D-1,6,6,CB-CP-003-D-1,NA,NA,NA,NA,NA,2,344,343,344,NA,NA,TS-D
RESERVA,CP-003,NA,D,GAB-001,PLC-001,CB-CP-003-D-1,7,7,CB-CP-003-D-1,NA,NA,NA,NA,NA,2,346,345,346,NA,NA,TS-D
RESERVA,CP-003,NA,D,GAB-001,PLC-001,CB-CP-003-D-1,8,8,CB-CP-003-D-1,NA,NA,NA,NA,NA,2,348,347,348,NA,NA,TS-D
XA-FPER001,PNL-FPER001,DI,D,GAB-001,PLC-001,CB-PNL-FPER001-D-1,1,1,CB-PNL-FPER001-D-1,NA,NA,NA,NA,NA,2,350,349,350,NA,NA,TS-D
XC-FPER001,PNL-FPER001,DO,D,GAB-001,PLC-001,CB-PNL-FPER001-D-1,2,2,CB-PNL-FPER001-D-1,NA,NA,NA,NA,NA,2,352,351,352,NA,NA,TS-D
XI-FPER001,PNL-FPER001,DI,D,GAB-001,PLC-001,CB-PNL-FPER001-D-1,3,3,CB-PNL-FPER001-D-1,NA,NA,NA,NA,NA,2,354,353,354,NA,NA,TS-D
XLR-FPER001,PNL-FPER001,DI,D,GAB-001,PLC-001,CB-PNL-FPER001-D-1,4,4,CB-PNL-FPER001-D-1,NA,NA,NA,NA,NA,2,356,355,356,NA,NA,TS-D
XO-FPER001,PNL-FPER001,DO,D,GAB-001,PLC-001,CB-PNL-FPER001-D-1,5,5,CB-PNL-FPER001-D-1,NA,NA,NA,NA,NA,2,358,357,358,NA,NA,TS-D
RESERVA,PNL-FPER001,NA,D,GAB-001,PLC-001,CB-PNL-FPER001-D-1,6,6,CB-PNL-FPER001-D-1,NA,NA,NA,NA,NA,2,360,359,360,NA,NA,TS-D
RESERVA,PNL-FPER001,NA,D,GAB-001,PLC-001,CB-PNL-FPER001-D-1,7,7,CB-PNL-FPER001-D-1,NA,NA,NA,NA,NA,2,362,361,362,NA,NA,TS-D
RESERVA,PNL-FPER001,NA,D,GAB-001,PLC-001,CB-PNL-FPER001-D-1,8,8,CB-PNL-FPER001-D-1,NA,NA,NA,NA,NA,2,364,363,364,NA,NA,TS-D
XA-FPER002,PNL-FPER002,DI,D,GAB-001,PLC-001,CB-PNL-FPER002-D-1,1,1,CB-PNL-FPER002-D-1,NA,NA,NA,NA,NA,2,366,365,366,NA,NA,TS-D
XC-FPER002,PNL-FPER002,DO,D,GAB-001,PLC-001,CB-PNL-FPER002-D-1,2,2,CB-PNL-FPER002-D-1,NA,NA,NA,NA,NA,2,368,367,368,NA,NA,TS-D
XI-FPER002,PNL-FPER002,DI,D,GAB-001,PLC-001,CB-PNL-FPER002-D-1,3,3,CB-PNL-FPER002-D-1,NA,NA,NA,NA,NA,2,370,369,370,NA,NA,TS-D
XLR-FPER002,PNL-FPER002,DI,D,GAB-001,PLC-001,CB-PNL-FPER002-D-1,4,4,CB-PNL-FPER002-D-1,NA,NA,NA,NA,NA,2,372,371,372,NA,NA,TS-D
XO-FPER002,PNL-FPER002,DO,D,GAB-001,PLC-001,CB-PNL-FPER002-D-1,5,5,CB-PNL-FPER002-D-1,NA,NA,NA,NA,NA,2,374,373,374,NA,NA,TS-D
RESERVA,PNL-FPER002,NA,D,GAB-001,PLC-001,CB-PNL-FPER002-D-1,6,6,CB-PNL-FPER002-D-1,NA,NA,NA,NA,NA,2,376,375,376,NA,NA,TS-D
RESERVA,PNL-FPER002,NA,D,GAB-001,PLC-001,CB-PNL-FPER002-D-1,7,7,CB-PNL-FPER002-D-1,NA,NA,NA,NA,NA,2,378,377,378,NA,NA,TS-D
RESERVA,PNL-FPER002,NA,D,GAB-001,PLC-001,CB-PNL-FPER002-D-1,8,8,CB-PNL-FPER002-D-1,NA,NA,NA,NA,NA,2,380,379,380,NA,NA,TS-D
XA-FPER003,PNL-FPER003,DI,D,GAB-001,PLC-001,CB-PNL-FPER003-D-1,1,1,CB-PNL-FPER003-D-1,NA,NA,NA,NA,NA,2,382,381,382,NA,NA,TS-D
XC-FPER003,PNL-FPER003,DO,D,GAB-001,PLC-001,CB-PNL-FPER003-D-1,2,2,CB-PNL-FPER003-D-1,NA,NA,NA,NA,NA,2,384,383,384,NA,NA,TS-D
XI-FPER003,PNL-FPER003,DI,D,GAB-001,PLC-001,CB-PNL-FPER003-D-1,3,3,CB-PNL-FPER003-D-1,NA,NA,NA,NA,NA,2,386,385,386,NA,NA,TS-D
XLR-FPER003,PNL-FPER003,DI,D,GAB-001,PLC-001,CB-PNL-FPER003-D-1,4,4,CB-PNL-FPER003-D-1,NA,NA,NA,NA,NA,2,388,387,388,NA,NA,TS-D
XO-FPER003,PNL-FPER003,DO,D,GAB-001,PLC-001,CB-PNL-FPER003-D-1,5,5,CB-PNL-FPER003-D-1,NA,NA,NA,NA,NA,2,390,389,390,NA,NA,TS-D
RESERVA,PNL-FPER003,NA,D,GAB-001,PLC-001,CB-PNL-FPER003-D-1,6,6,CB-PNL-FPER003-D-1,NA,NA,NA,NA,NA,2,392,391,392,NA,NA,TS-D
RESERVA,PNL-FPER003,NA,D,GAB-001,PLC-001,CB-PNL-FPER003-D-1,7,7,CB-PNL-FPER003-D-1,NA,NA,NA,NA,NA,2,394,393,394,NA,NA,TS-D
RESERVA,PNL-FPER003,NA,D,GAB-001,PLC-001,CB-PNL-FPER003-D-1,8,8,CB-PNL-FPER003-D-1,NA,NA,NA,NA,NA,2,396,395,396,NA,NA,TS-D
XA-PCOMP001,PNL-PCOMP001,DI,D,GAB-001,PLC-001,CB-PNL-PCOMP001-D-1,1,1,CB-PNL-PCOMP001-D-1,NA,NA,NA,NA,NA,2,398,397,398,NA,NA,TS-D
XC-PCOMP001,PNL-PCOMP001,DO,D,GAB-001,PLC-001,CB-PNL-PCOMP001-D-1,2,2,CB-PNL-PCOMP001-D-1,NA,NA,NA,NA,NA,2,400,399,400,NA,NA,TS-D
XI-PCOMP001,PNL-PCOMP001,DI,D,GAB-001,PLC-001,CB-PNL-PCOMP001-D-1,3,3,CB-PNL-PCOMP001-D-1,NA,NA,NA,NA,NA,2,402,401,402,NA,NA,TS-D
XLR-PCOMP001,PNL-PCOMP001,DI,D,GAB-001,PLC-001,CB-PNL-PCOMP001-D-1,4,4,CB-PNL-PCOMP001-D-1,NA,NA,NA,NA,NA,2,404,403,404,NA,NA,TS-D
XO-PCOMP001,PNL-PCOMP001,DO,D,GAB-001,PLC-001,CB-PNL-PCOMP001-D-1,5,5,CB-PNL-PCOMP001-D-1,NA,NA,NA,NA,NA,2,406,405,406,NA,NA,TS-D
RESERVA,PNL-PCOMP001,NA,D,GAB-001,PLC-001,CB-PNL-PCOMP001-D-1,6,6,CB-PNL-PCOMP001-D-1,NA,NA,NA,NA,NA,2,408,407,408,NA,NA,TS-D
RESERVA,PNL-PCOMP001,NA,D,GAB-001,PLC-001,CB-PNL-PCOMP001-D-1,7,7,CB-PNL-PCOMP001-D-1,NA,NA,NA,NA,NA,2,410,409,410,NA,NA,TS-D
RESERVA,PNL-PCOMP001,NA,D,GAB-001,PLC-001,CB-PNL-PCOMP001-D-1,8,8,CB-PNL-PCOMP001-D-1,NA,NA,NA,NA,NA,2,412,411,412,NA,NA,TS-D
XA-PCOMP002,PNL-PCOMP002,DI,D,GAB-001,PLC-001,CB-PNL-PCOMP002-D-1,1,1,CB-PNL-PCOMP002-D-1,NA,NA,NA,NA,NA,2,414,413,414,NA,NA,TS-D
XC-PCOMP002,PNL-PCOMP002,DO,D,GAB-001,PLC-001,CB-PNL-PCOMP002-D-1,2,2,CB-PNL-PCOMP002-D-1,NA,NA,NA,NA,NA,2,416,415,416,NA,NA,TS-D
XI-PCOMP002,PNL-PCOMP002,DI,D,GAB-001,PLC-001,CB-PNL-PCOMP002-D-1,3,3,CB-PNL-PCOMP002-D-1,NA,NA,NA,NA,NA,2,418,417,418,NA,NA,TS-D
XLR-PCOMP002,PNL-PCOMP002,DI,D,GAB-001,PLC-001,CB-PNL-PCOMP002-D-1,4,4,CB-PNL-PCOMP002-D-1,NA,NA,NA,NA,NA,2,420,419,420,NA,NA,TS-D
XO-PCOMP002,PNL-PCOMP002,DO,D,GAB-001,PLC-001,CB-PNL-PCOMP002-D-1,5,5,CB-PNL-PCOMP002-D-1,NA,NA,NA,NA,NA,2,422,421,422,NA,NA,TS-D
RESERVA,PNL-PCOMP002,NA,D,GAB-001,PLC-001,CB-PNL-PCOMP002-D-1,6,6,CB-PNL-PCOMP002-D-1,NA,NA,NA,NA,NA,2,424,423,424,NA,NA,TS-D
RESERVA,PNL-PCOMP002,NA,D,GAB-001,PLC-001,CB-PNL-PCOMP002-D-1,7,7,CB-PNL-PCOMP002-D-1,NA,NA,NA,NA,NA,2,426,425,426,NA,NA,TS-D
RESERVA,PNL-PCOMP002,NA,D,GAB-001,PLC-001,CB-PNL-PCOMP002-D-1,8,8,CB-PNL-PCOMP002-D-1,NA,NA,NA,NA,NA,2,428,427,428,NA,NA,TS-D
XA-PCOMP003,PNL-PCOMP003,DI,D,GAB-001,PLC-001,CB-PNL-PCOMP003-D-1,1,1,CB-PNL-PCOMP003-D-1,NA,NA,NA,NA,NA,2,430,429,430,NA,NA,TS-D
XC-PCOMP003,PNL-PCOMP003,DO,D,GAB-001,PLC-001,CB-PNL-PCOMP003-D-1,2,2,CB-PNL-PCOMP003-D-1,NA,NA,NA,NA,NA,2,432,431,432,NA,NA,TS-D
XI-PCOMP003,PNL-PCOMP003,DI,D,GAB-001,PLC-001,CB-PNL-PCOMP003-D-1,3,3,CB-PNL-PCOMP003-D-1,NA,NA,NA,NA,NA,2,434,433,434,NA,NA,TS-D
XLR-PCOMP003,PNL-PCOMP003,DI,D,GAB-001,PLC-001,CB-PNL-PCOMP003-D-1,4,4,CB-PNL-PCOMP003-D-1,NA,NA,NA,NA,NA,2,436,435,436,NA,NA,TS-D
XO-PCOMP003,PNL-PCOMP003,DO,D,GAB-001,PLC-001,CB-PNL-PCOMP003-D-1,5,5,CB-PNL-PCOMP003-D-1,NA,NA,NA,NA,NA,2,438,437,438,NA,NA,TS-D
RESERVA,PNL-PCOMP003,NA,D,GAB-001,PLC-001,CB-PNL-PCOMP003-D-1,6,6,CB-PNL-PCOMP003-D-1,NA,NA,NA,NA,NA,2,440,439,440,NA,NA,TS-D
RESERVA,PNL-PCOMP003,NA,D,GAB-001,PLC-001,CB-PNL-PCOMP003-D-1,7,7,CB-PNL-PCOMP003-D-1,NA,NA,NA,NA,NA,2,442,441,442,NA,NA,TS-D
RESERVA,PNL-PCOMP003,NA,D,GAB-001,PLC-001,CB-PNL-PCOMP003-D-1,8,8,CB-PNL-PCOMP003-D-1,NA,NA,NA,NA,NA,2,444,443,444,NA,NA,TS-D
XA-REA001,PNL-REA001,DI,D,GAB-001,PLC-001,CB-PNL-REA001-D-1,1,1,CB-PNL-REA001-D-1,NA,NA,NA,NA,NA,2,446,445,446,NA,NA,TS-D
XC-REA001,PNL-REA001,DO,D,GAB-001,PLC-001,CB-PNL-REA001-D-1,2,2,CB-PNL-REA001-D-1,NA,NA,NA,NA,NA,2,448,447,448,NA,NA,TS-D
XI-REA001,PNL-REA001,DI,D,GAB-001,PLC-001,CB-PNL-REA001-D-1,3,3,CB-PNL-REA001-D-1,NA,NA,NA,NA,NA,2,450,449,450,NA,NA,TS-D
XLR-REA001,PNL-REA001,DI,D,GAB-001,PLC-001,CB-PNL-REA001-D-1,4,4,CB-PNL-REA001-D-1,NA,NA,NA,NA,NA,2,452,451,452,NA,NA,TS-D
XO-REA001,PNL-REA001,DO,D,GAB-001,PLC-001,CB-PNL-REA001-D-1,5,5,CB-PNL-REA001-D-1,NA,NA,NA,NA,NA,2,454,453,454,NA,NA,TS-D
RESERVA,PNL-REA001,NA,D,GAB-001,PLC-001,CB-PNL-REA001-D-1,6,6,CB-PNL-REA001-D-1,NA,NA,NA,NA,NA,2,456,455,456,NA,NA,TS-D
RESERVA,PNL-REA001,NA,D,GAB-001,PLC-001,CB-PNL-REA001-D-1,7,7,CB-PNL-REA001-D-1,NA,NA,NA,NA,NA,2,458,457,458,NA,NA,TS-D
RESERVA,PNL-REA001,NA,D,GAB-001,PLC-001,CB-PNL-REA001-D-1,8,8,CB-PNL-REA001-D-1,NA,NA,NA,NA,NA,2,460,459,460,NA,NA,TS-D
XA-REA002,PNL-REA002,DI,D,GAB-001,PLC-001,CB-PNL-REA002-D-1,1,1,CB-PNL-REA002-D-1,NA,NA,NA,NA,NA,2,462,461,462,NA,NA,TS-D
XC-REA002,PNL-REA002,DO,D,GAB-001,PLC-001,CB-PNL-REA002-D-1,2,2,CB-PNL-REA002-D-1,NA,NA,NA,NA,NA,2,464,463,464,NA,NA,TS-D
XI-REA002,PNL-REA002,DI,D,GAB-001,PLC-001,CB-PNL-REA002-D-1,3,3,CB-PNL-REA002-D-1,NA,NA,NA,NA,NA,2,466,465,466,NA,NA,TS-D
XLR-REA002,PNL-REA002,DI,D,GAB-001,PLC-001,CB-PNL-REA002-D-1,4,4,CB-PNL-REA002-D-1,NA,NA,NA,NA,NA,2,468,467,468,NA,NA,TS-D
XO-REA002,PNL-REA002,DO,D,GAB-001,PLC-001,CB-PNL-REA002-D-1,5,5,CB-PNL-REA002-D-1,NA,NA,NA,NA,NA,2,470,469,470,NA,NA,TS-D
RESERVA,PNL-REA002,NA,D,GAB-001,PLC-001,CB-PNL-REA002-D-1,6,6,CB-PNL-REA002-D-1,NA,NA,NA,NA,NA,2,472,471,472,NA,NA,TS-D
